overall,reviewText,summary,sentiment,review_len,clean_text,clean_summary,combined_text,vader_text,vader_len,combined_len,word_count
5.0,Great Product! I have used Norton Internet Security Software for many- many  years for my all of my internet security needs!,Great Product!,positive,21,great product! i have used norton internet security software for many- many years for my all of my internet security needs!,great product!,great product! great product! i have used norton internet security software for many- many years for my all of my internet security needs!,Great Product! Great Product! I have used Norton Internet Security Software for many- many years for my all of my internet security needs!,23,23,21
5.0,"Microsoft Office 2007 is a great product.  Although the command look different I would highly recommend this product. I especially like Outlook.  Outlook has something called Business Contact Manager.  This program is a great additional to Outlook.  I have not used Outlook fully, but I do like the changes in the product.",Walter's MSO 2007,positive,52,"microsoft office 2007 is a great product. although the command look different i would highly recommend this product. i especially like outlook. outlook has something called business contact manager. this program is a great additional to outlook. i have not used outlook fully, but i do like the changes in the product.",walter's mso 2007,"walter's mso 2007 microsoft office 2007 is a great product. although the command look different i would highly recommend this product. i especially like outlook. outlook has something called business contact manager. this program is a great additional to outlook. i have not used outlook fully, but i do like the changes in the product.","Walter's MSO 2007 Microsoft Office 2007 is a great product. Although the command look different I would highly recommend this product. I especially like Outlook. Outlook has something called Business Contact Manager. This program is a great additional to Outlook. I have not used Outlook fully, but I do like the changes in the product.",55,55,52
4.0,"Like thousands (millions?) of other PC users, I gave in and succumbed to the Windows 10 upgrade, and discovered that Media Center isn't included.
I thought this might fill the void, and it has worked so far.

This version includes TV mode, and the TV Remote works with an iPhone or mouse. I can stream video files directly to my Samsung TV (with Roku) but for some reason it won't stream Blu-ray so I still have to use my stand-alone player or watch them on my PC. That is the reason I took off a star, I was hoping to eliminate one of my remotes. It will eventually support 4k Blu-ray, but it can't stream? If I have to use an HDMI cable then what's the point...

It's packed with features, more than I will use, but it fills my need for streaming Vimeo and YouTube video. I haven't tried any of the editing functions yet so I can't comment on them.

Install and activation was easy.",Fulfills the need for missing Windows 10 media software.,positive,167,"like thousands (millions?) of other pc users, i gave in and succumbed to the windows 10 upgrade, and discovered that media center isn't included. i thought this might fill the void, and it has worked so far. this version includes tv mode, and the tv remote works with an iphone or mouse. i can stream video files directly to my samsung tv (with roku) but for some reason it won't stream blu-ray so i still have to use my stand-alone player or watch them on my pc. that is the reason i took off a star, i was hoping to eliminate one of my remotes. it will eventually support 4k blu-ray, but it can't stream? if i have to use an hdmi cable then what's the point... it's packed with features, more than i will use, but it fills my need for streaming vimeo and youtube video. i haven't tried any of the editing functions yet so i can't comment on them. install and activation was easy.",fulfills the need for missing windows 10 media software.,"fulfills the need for missing windows 10 media software. like thousands (millions?) of other pc users, i gave in and succumbed to the windows 10 upgrade, and discovered that media center isn't included. i thought this might fill the void, and it has worked so far. this version includes tv mode, and the tv remote works with an iphone or mouse. i can stream video files directly to my samsung tv (with roku) but for some reason it won't stream blu-ray so i still have to use my stand-alone player or watch them on my pc. that is the reason i took off a star, i was hoping to eliminate one of my remotes. it will eventually support 4k blu-ray, but it can't stream? if i have to use an hdmi cable then what's the point... it's packed with features, more than i will use, but it fills my need for streaming vimeo and youtube video. i haven't tried any of the editing functions yet so i can't comment on them. install and activation was easy.","Fulfills the need for missing Windows 10 media software. Like thousands (millions?) of other PC users, I gave in and succumbed to the Windows 10 upgrade, and discovered that Media Center isn't included. I thought this might fill the void, and it has worked so far. This version includes TV mode, and the TV Remote works with an iPhone or mouse. I can stream video files directly to my Samsung TV (with Roku) but for some reason it won't stream Blu-ray so I still have to use my stand-alone player or watch them on my PC. That is the reason I took off a star, I was hoping to eliminate one of my remotes. It will eventually support 4k Blu-ray, but it can't stream? If I have to use an HDMI cable then what's the point... It's packed with features, more than I will use, but it fills my need for streaming Vimeo and YouTube video. I haven't tried any of the editing functions yet so I can't comment on them. Install and activation was easy.",176,176,167
5.0,TurboTax downloads from Amazon are the best.  It is saved in your Software Library for years without having to keep track of it.,Amazon Keeps Track of All Your TurboTax downloads for Years,positive,23,turbotax downloads from amazon are the best. it is saved in your software library for years without having to keep track of it.,amazon keeps track of all your turbotax downloads for years,amazon keeps track of all your turbotax downloads for years turbotax downloads from amazon are the best. it is saved in your software library for years without having to keep track of it.,Amazon Keeps Track of All Your TurboTax downloads for Years TurboTax downloads from Amazon are the best. It is saved in your Software Library for years without having to keep track of it.,33,33,23
4.0,"Trend Micro is known for reliable, easy to use software and security. AntiVirus + AntiSpyware 2010 builds on this reputation and brings us an even better product for 2010. Easy installation, total protection for internet users. The Amazon price is just about right for this product. Easy to install and easy to use without any extra bells or whistles. For the casual user, this product should be sufficient. But if you are an internet junkie, you'll need something with a little more umph. Trend Micro makes excellent products which perform the duties they are intended to do. It's fine for what it is - just don't expect it to do something that is beyond what it is. Does not drag down your system every time it scans the way some other products do. That's a big plus!",Good Product at a Good Price,positive,137,"trend micro is known for reliable, easy to use software and security. antivirus + antispyware 2010 builds on this reputation and brings us an even better product for 2010. easy installation, total protection for internet users. the amazon price is just about right for this product. easy to install and easy to use without any extra bells or whistles. for the casual user, this product should be sufficient. but if you are an internet junkie, you'll need something with a little more umph. trend micro makes excellent products which perform the duties they are intended to do. it's fine for what it is - just don't expect it to do something that is beyond what it is. does not drag down your system every time it scans the way some other products do. that's a big plus!",good product at a good price,"good product at a good price trend micro is known for reliable, easy to use software and security. antivirus + antispyware 2010 builds on this reputation and brings us an even better product for 2010. easy installation, total protection for internet users. the amazon price is just about right for this product. easy to install and easy to use without any extra bells or whistles. for the casual user, this product should be sufficient. but if you are an internet junkie, you'll need something with a little more umph. trend micro makes excellent products which perform the duties they are intended to do. it's fine for what it is - just don't expect it to do something that is beyond what it is. does not drag down your system every time it scans the way some other products do. that's a big plus!","Good Product at a Good Price Trend Micro is known for reliable, easy to use software and security. AntiVirus + AntiSpyware 2010 builds on this reputation and brings us an even better product for 2010. Easy installation, total protection for internet users. The Amazon price is just about right for this product. Easy to install and easy to use without any extra bells or whistles. For the casual user, this product should be sufficient. But if you are an internet junkie, you'll need something with a little more umph. Trend Micro makes excellent products which perform the duties they are intended to do. It's fine for what it is - just don't expect it to do something that is beyond what it is. Does not drag down your system every time it scans the way some other products do. That's a big plus!",143,143,137
5.0,"Let me start off by saying that I am not a professional publisher nor do I create magazine ads for a living.  I am a programmer who often has the need to creative professional looking graphics for internal webpages and the like.  And, like most folks, I really would like to use Photoshop, but I can never justify the cost of a license to myself (or my employer).  Why can't there be a quality product for the rest of us that doesn't cost and arm and a leg?  And the answer is Corel Paintshop.  When I first installed the software, I wasn't expecting much - but after using it on several occasions, I can say that it is intuitive, easy to work with, and produces the same type of effects and functionality that I would use in Photoshop at 1/6 of the price.  Oh, I am sure that Photoshop can do more than this, but for your average person, I think that Paintshop is perfect.  I have nothing bad to say about this software and think it is a great value compared to Adobe Phtoshop.",Great Inexpensive Alternative to PhotpShop for the Rest of Us,positive,185,"let me start off by saying that i am not a professional publisher nor do i create magazine ads for a living. i am a programmer who often has the need to creative professional looking graphics for internal webpages and the like. and, like most folks, i really would like to use photoshop, but i can never justify the cost of a license to myself (or my employer). why can't there be a quality product for the rest of us that doesn't cost and arm and a leg? and the answer is corel paintshop. when i first installed the software, i wasn't expecting much - but after using it on several occasions, i can say that it is intuitive, easy to work with, and produces the same type of effects and functionality that i would use in photoshop at 1/6 of the price. oh, i am sure that photoshop can do more than this, but for your average person, i think that paintshop is perfect. i have nothing bad to say about this software and think it is a great value compared to adobe phtoshop.",great inexpensive alternative to photpshop for the rest of us,"great inexpensive alternative to photpshop for the rest of us let me start off by saying that i am not a professional publisher nor do i create magazine ads for a living. i am a programmer who often has the need to creative professional looking graphics for internal webpages and the like. and, like most folks, i really would like to use photoshop, but i can never justify the cost of a license to myself (or my employer). why can't there be a quality product for the rest of us that doesn't cost and arm and a leg? and the answer is corel paintshop. when i first installed the software, i wasn't expecting much - but after using it on several occasions, i can say that it is intuitive, easy to work with, and produces the same type of effects and functionality that i would use in photoshop at 1/6 of the price. oh, i am sure that photoshop can do more than this, but for your average person, i think that paintshop is perfect. i have nothing bad to say about this software and think it is a great value compared to adobe phtoshop.","Great Inexpensive Alternative to PhotpShop for the Rest of Us Let me start off by saying that I am not a professional publisher nor do I create magazine ads for a living. I am a programmer who often has the need to creative professional looking graphics for internal webpages and the like. And, like most folks, I really would like to use Photoshop, but I can never justify the cost of a license to myself (or my employer). Why can't there be a quality product for the rest of us that doesn't cost and arm and a leg? And the answer is Corel Paintshop. When I first installed the software, I wasn't expecting much - but after using it on several occasions, I can say that it is intuitive, easy to work with, and produces the same type of effects and functionality that I would use in Photoshop at 1/6 of the price. Oh, I am sure that Photoshop can do more than this, but for your average person, I think that Paintshop is perfect. I have nothing bad to say about this software and think it is a great value compared to Adobe Phtoshop.",195,195,185
5.0,"Over the years, I have tried many different anti-virus products.  I chose this one because Kapersky seems to be the standard for anti-virus protection!  This program installed seamlessly and worked as it was expected.",Kapersky Anti-Virus 2009,positive,34,"over the years, i have tried many different anti-virus products. i chose this one because kapersky seems to be the standard for anti-virus protection! this program installed seamlessly and worked as it was expected.",kapersky anti-virus 2009,"kapersky anti-virus 2009 over the years, i have tried many different anti-virus products. i chose this one because kapersky seems to be the standard for anti-virus protection! this program installed seamlessly and worked as it was expected.","Kapersky Anti-Virus 2009 Over the years, I have tried many different anti-virus products. I chose this one because Kapersky seems to be the standard for anti-virus protection! This program installed seamlessly and worked as it was expected.",37,37,34
5.0,Norton is the only antivirus that I trust for my computer,Five Stars,positive,11,norton is the only antivirus that i trust for my computer,five stars,five stars norton is the only antivirus that i trust for my computer,Five Stars Norton is the only antivirus that I trust for my computer,13,13,11
2.0,"I'm mainly a Mac person. On my PC I don't own Office 2007 (I have the 2003 edition), and apparently without it many features of this software package don't work, such as background spell-checking and the thesaurus. Often I can't send e-mail, either. Frustrating!",Needs Office 2007 to work properly,negative,44,"i'm mainly a mac person. on my pc i don't own office 2007 (i have the 2003 edition), and apparently without it many features of this software package don't work, such as background spell-checking and the thesaurus. often i can't send e-mail, either. frustrating!",needs office 2007 to work properly,"needs office 2007 to work properly i'm mainly a mac person. on my pc i don't own office 2007 (i have the 2003 edition), and apparently without it many features of this software package don't work, such as background spell-checking and the thesaurus. often i can't send e-mail, either. frustrating!","Needs Office 2007 to work properly I'm mainly a Mac person. On my PC I don't own Office 2007 (I have the 2003 edition), and apparently without it many features of this software package don't work, such as background spell-checking and the thesaurus. Often I can't send e-mail, either. Frustrating!",50,50,44
3.0,"I love the maps and all you can do with them, as the packaging says you don't need a GPS (but you need a Tablet or Laptop) and the detail, points of interest are excellent. I plan to use this software for a road trip to central Florida (from deep south Texas) in July. While I WILL be using my GPS, there will be time for stops here and there and we plan to spend a least one night on the way at a yet-to be-chosen point.
My criticisms of this software is that it is almost exactly the same as 2010; really! there's so little difference. Asides from that, I plan to take my Android Tablet on the road trip for use in the vehicle and...this won't work on it! Unless they come up with a cloud based version (I am not aware of one if there currently is) I will have to also take a Windows based laptop.
I honestly think that though the maps are second to none, the packaging is stale and needs to be brought up to date!
I do recommend it because it is very good at what it is designed to do and people that plan trips ahead of time will love it but  the lack of compatibility with Android and I/phone/Ipad is a serious flaw.....",Great maps but getting stale!,neutral,223,"i love the maps and all you can do with them, as the packaging says you don't need a gps (but you need a tablet or laptop) and the detail, points of interest are excellent. i plan to use this software for a road trip to central florida (from deep south texas) in july. while i will be using my gps, there will be time for stops here and there and we plan to spend a least one night on the way at a yet-to be-chosen point. my criticisms of this software is that it is almost exactly the same as 2010; really! there's so little difference. asides from that, i plan to take my android tablet on the road trip for use in the vehicle and...this won't work on it! unless they come up with a cloud based version (i am not aware of one if there currently is) i will have to also take a windows based laptop. i honestly think that though the maps are second to none, the packaging is stale and needs to be brought up to date! i do recommend it because it is very good at what it is designed to do and people that plan trips ahead of time will love it but the lack of compatibility with android and i/phone/ipad is a serious flaw.....",great maps but getting stale!,"great maps but getting stale! i love the maps and all you can do with them, as the packaging says you don't need a gps (but you need a tablet or laptop) and the detail, points of interest are excellent. i plan to use this software for a road trip to central florida (from deep south texas) in july. while i will be using my gps, there will be time for stops here and there and we plan to spend a least one night on the way at a yet-to be-chosen point. my criticisms of this software is that it is almost exactly the same as 2010; really! there's so little difference. asides from that, i plan to take my android tablet on the road trip for use in the vehicle and...this won't work on it! unless they come up with a cloud based version (i am not aware of one if there currently is) i will have to also take a windows based laptop. i honestly think that though the maps are second to none, the packaging is stale and needs to be brought up to date! i do recommend it because it is very good at what it is designed to do and people that plan trips ahead of time will love it but the lack of compatibility with android and i/phone/ipad is a serious flaw.....","Great maps but getting stale! I love the maps and all you can do with them, as the packaging says you don't need a GPS (but you need a Tablet or Laptop) and the detail, points of interest are excellent. I plan to use this software for a road trip to central Florida (from deep south Texas) in July. While I WILL be using my GPS, there will be time for stops here and there and we plan to spend a least one night on the way at a yet-to be-chosen point. My criticisms of this software is that it is almost exactly the same as 2010; really! there's so little difference. Asides from that, I plan to take my Android Tablet on the road trip for use in the vehicle and...this won't work on it! Unless they come up with a cloud based version (I am not aware of one if there currently is) I will have to also take a Windows based laptop. I honestly think that though the maps are second to none, the packaging is stale and needs to be brought up to date! I do recommend it because it is very good at what it is designed to do and people that plan trips ahead of time will love it but the lack of compatibility with Android and I/phone/Ipad is a serious flaw.....",228,228,223
